Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,14.621429443359375,14.73214340209961,14.60714340209961,14.686785697937012,12.416982650756836,302220800
2012-01-04,14.64285659790039,14.8100004196167,14.617142677307129,14.765713691711426,12.483715057373047,260022000
2012-01-05,14.819643020629883,14.948213577270508,14.738213539123535,14.929642677307129,12.622306823730469,271269600
2012-01-06,14.991786003112793,15.098214149475098,14.972143173217773,15.085714340209961,12.754256248474121,318292800
2012-01-09,15.196429252624512,15.276785850524902,15.048213958740234,15.061785697937012,12.734027862548828,394024400
2012-01-10,15.211071014404297,15.214285850524902,15.053570747375488,15.115714073181152,12.779621124267578,258196400
2012-01-11,15.09571361541748,15.101785659790039,14.975357055664062,15.091071128845215,12.75878620147705,215084800
2012-01-12,15.081428527832031,15.103570938110352,14.95535659790039,15.049642562866211,12.723756790161133,212587200
2012-01-13,14.989286422729492,15.016071319580078,14.952142715454102,14.993213653564453,12.676053047180176,226021600
2012-01-17,15.149999618530273,15.213929176330566,15.105713844299316,15.16785717010498,12.823704719543457,242897200
2012-01-18,15.248571395874023,15.338213920593262,15.225000381469727,15.325357437133789,12.956864356994629,276791200
2012-01-19,15.362500190734863,15.406070709228516,15.232500076293945,15.276785850524902,12.91579818725586,261738400
2012-01-20,15.267499923706055,15.26785659790039,14.991070747375488,15.010713577270508,12.690850257873535,413974400
2012-01-23,15.095356941223145,15.301786422729492,15.08214282989502,15.264642715454102,12.905531883239746,306062400
2012-01-24,15.182143211364746,15.182143211364746,14.983928680419922,15.014642715454102,12.694170951843262,547638000
2012-01-25,16.229999542236328,16.230356216430664,15.84749984741211,15.952142715454102,13.48677921295166,958314000
2012-01-26,16.01285743713379,16.028213500976562,15.82642936706543,15.879643440246582,13.42548942565918,323985200
2012-01-27,15.869285583496094,16.01714324951172,15.848929405212402,15.974286079406738,13.505504608154297,299709200
2012-01-30,15.918213844299316,16.21071434020996,15.90678596496582,16.17892837524414,13.678520202636719,379341200
2012-01-31,16.27107048034668,16.365713119506836,16.18107032775879,16.3028564453125,13.783295631408691,391683600
2012-02-01,16.37178611755371,16.392499923706055,16.269643783569336,16.292499542236328,13.774535179138184,270046000
2012-02-02,16.282142639160156,16.327499389648438,16.213571548461914,16.25428581237793,13.742233276367188,186796400
2012-02-03,16.332143783569336,16.428571701049805,16.270000457763672,16.417142868041992,13.879918098449707,286599600
2012-02-06,16.37071418762207,16.606428146362305,16.364286422729492,16.570356369018555,14.009453773498535,249412800
2012-02-07,16.616071701049805,16.77678680419922,16.59214210510254,16.743928909301758,14.156198501586914,316223600
2012-02-08,16.803571701049805,17.028213500976562,16.774999618530273,17.0242862701416,14.393224716186523,407890000
2012-02-09,17.170000076293945,17.741071701049805,17.162857055664062,17.61321449279785,14.891138076782227,884214800
2012-02-10,17.534286499023438,17.77214241027832,17.448213577270508,17.622142791748047,14.898687362670898,631302000
2012-02-13,17.840356826782227,17.993928909301758,17.75321388244629,17.950000762939453,15.175877571105957,517216000
2012-02-14,18.023571014404297,18.198570251464844,17.928571701049805,18.19499969482422,15.383012771606445,460398400
2012-02-15,18.36642837524414,18.796070098876953,17.746070861816406,17.773929595947266,15.027015686035156,1506120000
2012-02-16,17.553571701049805,18.03178596496582,17.379642486572266,17.936071395874023,15.164100646972656,944552000
2012-02-17,17.96821403503418,18.1346435546875,17.867856979370117,17.932857513427734,15.161377906799316,535805200
2012-02-21,18.10285758972168,18.387500762939453,18.00428581237793,18.387500762939453,15.545766830444336,605595200
2012-02-22,18.32428550720215,18.410356521606445,18.18107032775879,18.322856903076172,15.491105079650879,483302400
2012-02-23,18.395713806152344,18.493928909301758,18.196428298950195,18.4424991607666,15.592257499694824,568027600
2012-02-24,18.559642791748047,18.674999237060547,18.522857666015625,18.657499313354492,15.774027824401855,415072000
2012-02-27,18.618213653564453,18.875,18.43857192993164,18.777143478393555,15.875191688537598,547582000
2012-02-28,18.855714797973633,19.12178611755371,18.780357360839844,19.12178611755371,16.166563034057617,600387200
2012-02-29,19.341428756713867,19.5575008392334,19.132143020629883,19.37285614013672,16.378835678100586,952011200
2012-03-01,19.577499389648438,19.578929901123047,19.241785049438477,19.445356369018555,16.44013023376465,683270000
2012-03-02,19.437143325805664,19.5285701751709,19.375713348388672,19.470714569091797,16.461572647094727,431712400
2012-03-05,19.479286193847656,19.5528564453125,18.78571319580078,19.04142951965332,16.098630905151367,809124400
2012-03-06,18.7021427154541,19.06035614013672,18.43642807006836,18.937856674194336,16.011058807373047,810238800
2012-03-07,19.171428680419922,19.20642852783203,18.689285278320312,18.953214645385742,16.0240478515625,798520800
2012-03-08,19.096071243286133,19.392499923706055,19.00428581237793,19.356786727905273,16.365245819091797,516457200
2012-03-09,19.436071395874023,19.562143325805664,19.396785736083984,19.47035789489746,16.461267471313477,418919200
2012-03-12,19.606428146362305,19.71428680419922,19.53571319580078,19.71428680419922,16.667499542236328,407282400
2012-03-13,19.91214370727539,20.292142868041992,19.84821319580078,20.28928565979004,17.153629302978516,690855200
2012-03-14,20.644643783569336,21.239999771118164,20.549999237060547,21.056428909301758,17.802215576171875,1418844000
2012-03-15,21.414642333984375,21.42892837524414,20.662500381469727,20.912857055664062,17.68083381652832,1159718000
2012-03-16,20.882856369018555,21.042856216430664,20.64285659790039,20.9132137298584,17.681135177612305,825487600
2012-03-19,21.370357513427734,21.491785049438477,21.037500381469727,21.467857360839844,18.150060653686523,901236000
2012-03-20,21.41107177734375,21.674999237060547,21.124286651611328,21.641429901123047,18.296802520751953,816662000
2012-03-21,21.52642822265625,21.77321434020996,21.47892951965332,21.51785659790039,18.19232749938965,644042000
2012-03-22,21.349285125732422,21.58928680419922,21.26892852783203,21.405000686645508,18.096914291381836,623870800
2012-03-23,21.44607162475586,21.492856979370117,21.22857093811035,21.287500381469727,17.997581481933594,430488800
2012-03-26,21.421070098876953,21.683929443359375,21.259286880493164,21.6778564453125,18.327606201171875,595742000
2012-03-27,21.6492862701416,22.010000228881836,21.645000457763672,21.945714950561523,18.55406379699707,607129600
2012-03-28,22.084999084472656,22.194643020629883,21.796785354614258,22.057857513427734,18.648874282836914,655460400
2012-03-29,21.885000228881836,22.020000457763672,21.686786651611328,21.78071403503418,18.41456413269043,608238400
2012-03-30,21.741785049438477,21.805713653564453,21.354999542236328,21.412500381469727,18.103260040283203,731038000
2012-04-02,21.493928909301758,22.098928451538086,21.442142486572266,22.093929290771484,18.67936897277832,598351600
2012-04-03,22.4035701751709,22.578929901123047,22.232500076293945,22.4757137298584,19.00215721130371,834559600
2012-04-04,22.298213958740234,22.352142333984375,22.03571319580078,22.296785354614258,18.85088348388672,572980800
2012-04-05,22.39214324951172,22.66642951965332,22.264286041259766,22.63142967224121,19.133804321289062,641298000
2012-04-09,22.361785888671875,22.851428985595703,22.332143783569336,22.72249984741211,19.210796356201172,597536800
2012-04-10,22.854642868041992,23.0,22.35714340209961,22.444286346435547,18.9755802154541,889725200
2012-04-11,22.7214298248291,22.745357513427734,22.262142181396484,22.364286422729492,18.90795135498047,696614800
2012-04-12,22.321428298950195,22.547500610351562,22.16071319580078,22.241785049438477,18.804372787475586,614336800
2012-04-13,22.289642333984375,22.310714721679688,21.55392837524414,21.6153564453125,18.274763107299805,859644800
2012-04-16,21.787857055664062,21.795713424682617,20.65178680419922,20.718929290771484,17.516870498657227,1050786800
2012-04-17,20.676429748535156,21.78571319580078,20.425357818603516,21.774999618530273,18.409730911254883,1025528000
2012-04-18,21.91857147216797,22.15178680419922,21.52535629272461,21.726428985595703,18.368667602539062,954531200
2012-04-19,21.43642807006836,21.59749984741211,20.875713348388672,20.979999542236328,17.73760223388672,834719200
2012-04-20,21.12071418762207,21.23642921447754,20.372142791748047,20.463571548461914,17.30098533630371,1030985200
2012-04-23,20.378929138183594,20.59535789489746,19.87928581237793,20.417856216430664,17.262332916259766,966529200
2012-04-24,20.09321403503418,20.274642944335938,19.821428298950195,20.010000228881836,16.917510986328125,1076149200
